Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Day,Material_Brass,Material_Bronze,Material_Clay,Material_Marble,Material_Stone,Material_Unknown,Material_Wood,International_Yes,Express Shipment_Yes,Installation Included_Yes,Transport_Roadways,Transport_Unknown,Transport_Waterways,Fragile_Yes,Customer Information_Working Class,Remote Location_Unknown,Remote Location_Yes,Cost
0.06,8,4,0,4.6,15.32,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,133.14
0.64,16,7,199,4.07,22.29,-4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,349.02
0,40,0,0,114.26,86.87,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,698.84
0.85,5,5,86,5.73,20.56,-4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,322.99
0,25,7,0,5.02,22.96,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,164.21
0.35,31,15,3579266,5835.84,90.87,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,47985.1
0.07,19,10,13428,15.49,79.2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,483.14
0.74,26,19,0,63.65,99.45,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,4705.71
0.22,18,11,891,3.2,14.96,-4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,143.46
0.74,12,6,769,3.12,19.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,314.72
0.66,14,8,3744,20.44,18.41,-4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,443.78
0.28,10,0,125,6.87,17.01,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,188.18
0.75,6,4,101,3.76,16.18,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,222.43
0.55,32,0,2435,15.73,17.91,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,343.92
0.73,38,9,596,3.16,23.83,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,552.59
0,16,6,65,5.26,19.46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,154.39
0,33,7,13567,91.17,30.43,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7132.77
0.41,23,7,273,4.39,22.43,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,310.25
0.28,17,6,3912,8.03,15.11,-3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,247.72
0.37,14,6,29866,61.76,85.66,-2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,976.78
0.63,35,17,26493,142.93,45.46,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1176.6
0.34,14,7,481,3.84,15.43,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,160.41
0,25,17,1702,14.16,24.46,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1185.83
0.19,12,8,24654,26.35,44.99,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,442.49
0.16,0,15,0,104.49,79.22,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,783.01
0.22,16,8,129647,577.42,41.23,-4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1634.45
0.84,13,8,161,5.65,21.88,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,514.73
0.6,58,34,19381,131.75,66.03,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2185.14
0.55,0,10,2897,9.77,11.86,-2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,557.95
0.7,22,6,68036,300.04,37.92,-3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1940.47
0.54,21,8,6045,11.91,54.73,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,584.07
0.29,30,7,458,6.12,24.01,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,208.62
0.93,9,4,223,3.72,14.45,-2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,339.63
0.3,13,7,1189,3.59,12.4,-4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,145.57
0.18,34,15,482,6.91,15.52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,153.45
0.43,17,7,222,4.17,13.25,-3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,167.73
0.25,31,0,18173,42.41,85.18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,799.99
0.61,4,0,594,4.21,19.95,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,316.18
0.73,23,6,99049,723.09,50.56,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,32117.69
0,14,6,445,5.76,21.38,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,231.33
0.51,35,11,19396,52.16,96.24,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1565.58
0,20,13,1264,5.75,16.87,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172.31
0,0,8,3859,5.31,20.5,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,282.27
0.13,5,4,307,6.35,11.58,-4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,124.51
0.42,7,4,554,4.66,16.58,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,204.78
0.73,0,26,3011,11.6,10.72,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,394.78
0.47,26,10,241975,692.44,75.73,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5114.67
0.61,17,8,1493,3.72,17.09,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,296.57
0.08,3,3,406,4.19,12.91,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,199.12
0.5,29,16,1157354,1682.71,35.57,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2637.02
0.28,36,11,53904,237.7,97.93,-2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1166.36
0.35,26,17,256,6.48,18.16,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,250.01
0.61,14,7,0,4.8,12.15,-3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,222.18
0.96,29,8,1628,6.34,18.44,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1333.65
0.52,10,5,897,5.13,22.72,-4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,230.76
0.11,36,0,40246,80.11,99.59,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1166.12
0.12,22,17,326,3.54,13.22,-3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,142.89
0.17,36,20,6011455,17318.82,73.43,-3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,37531.2
0.71,38,10,16984,90.4,59.55,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9593.4
0.37,16,7,6158,21.08,49.07,-3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,542.3
0.16,20,9,6621,5.67,30.27,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,222.17
0.24,24,13,636,4.77,23.32,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,222.83
0.37,10,5,0,4.22,24.11,-4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,225.17
0.25,0,19,4166,6.13,22.62,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,268.68
0.92,0,0,90,4.33,17.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,288.33
0.08,38,11,21454,49.11,61.86,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,488.93
0,16,6,237,6.95,15.58,-4,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,167.93
0.82,33,16,43884,171.41,40.28,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1769.24
0.54,5,5,3801,16.01,14.68,-1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,315.96
0,4,3,25,5.54,18.08,-2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,213.19
0.12,18,14,15324,11.03,47.3,-3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,269.99
0.39,27,9,527301,546.89,25.48,-2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,10942.43
0,39,7,166214,239.52,50.53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,652.42
0,13,0,0,4.68,15.94,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,238.69
0.45,18,0,140067,308.87,42.12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2047.19
0.14,42,9,16993,42.68,59.66,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,487.02
0.64,31,8,2778,8.46,11.79,-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,678.41
0.85,33,16,2524,3.61,20.09,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,871.73
0.69,35,10,433,4.68,11.33,-4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,354.51
0,12,8,0,19.94,18.61,-3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,475.77
0.46,20,8,155318,591.02,84.13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3183.32
0.47,50,15,1149,5.14,12.16,-2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,206.1
0.58,8,5,209,5.56,12.43,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,187.89
0,0,26,192042,1503.56,73.19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6234.24
0.22,9,5,504,4.16,16.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,152.45
0.17,17,6,1388,5.04,14.59,-3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,162.46
0.15,13,8,2800,6.32,21.46,-3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,213.76
0.33,44,15,35810,94.7,36.48,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1692.19
0.09,25,9,1898,6.03,15.01,-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,165.75
0.05,24,7,5089,3,56.19,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,287.76
0.77,12,6,551,3.85,13.16,-2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,283.1
0.75,11,7,1635,6.6,13.47,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,494.67
0.89,19,14,25842,32.16,61.77,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2163.53
0.04,42,15,2603197,2560.02,97.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,8694.3
0.99,31,15,0,6.74,14.43,-2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1169.38
0.17,29,6,53527,84.75,79.79,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,774.8
0.15,23,7,348,5.13,22.11,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,177.22
0.4,25,11,456266,654.16,64.89,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6032.72
0,8,5,0,5.66,60.85,-2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,354.82
0.47,8,5,48,3.25,16.12,-2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,144.45
0.66,4,0,0,3.47,11.93,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,152.1
0.52,0,8,0,46.61,43.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,786.77
0,7,0,0,6,20.63,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,129.82
0.02,33,6,207038,115.75,76.55,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,658.75
0.17,0,7,992,6.11,20.7,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,183.32
0.08,22,8,0,5.57,13.52,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,140.7
0.04,5,3,445,3.27,11.92,-3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,155.96
0,0,7,1108,6.57,17.6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,294.86
0.02,3,2,18,4.52,21.71,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,167.94
0.41,3,2,39,6.26,17.88,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,286.51
0.49,40,16,867,6.21,11.77,-3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,298.9
0.37,9,0,0,5.59,23.06,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,221.32
0.88,46,8,42468,49.28,77.95,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4384.92
0.29,7,5,6193,16.63,93.25,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,667.05
0.01,23,6,107598,93.61,96.77,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,677.24
0.35,18,7,96206,164.53,94.31,-4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,973.87
0.6,23,10,380,3.73,21.04,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,365.85
0.19,28,6,0,194.33,75.22,-1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1056.5
0.19,0,7,126928,87.62,26.96,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,582.17
0,31,17,4670755,4227.34,96.27,-2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,33976.99
0.23,11,7,48671,68.45,99.52,-4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,764.84
0.85,0,14,1258979,12289.89,45.72,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24734.36
0.7,6,4,1983,5.39,14.36,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,293.17
0.76,32,8,15816,10.87,71.32,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1759.97
0.94,0,9,791,3.23,19.63,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,907.62
0.16,35,15,8209,5.25,45.1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,316.85
0.25,38,16,3809,3.03,17.06,-3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,200.37
0.38,14,8,7593,22.93,55.58,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,633.39
0.19,32,15,0,169.06,85.75,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,954.92
0.97,6,5,108,5.15,24.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529.53
0.3,26,11,241037,500.38,96.4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3758.5
0.17,36,16,676,5.56,11.36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,120.79
0.9,27,0,23226,56.51,58.17,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4191.62
0.98,0,6,1340,7.79,19.64,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1456.53
0.1,17,9,7157,12.27,59.07,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,384.34
0.94,27,20,9122,22.21,51.9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3078.18
0.24,14,7,42902,162.03,89.11,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,777.19
0.68,45,24,23884847,54663.48,97.29,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,637522.45
0.6,11,6,132,6.55,18.45,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,344.7
0.09,30,15,46855,74.06,71.49,-1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,506.92
0.98,23,12,384282,3558.24,26.41,-4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20565.21
0.43,16,6,55498,139.06,76.24,-2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,974.02
0.16,15,6,535,3.93,10.75,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,124.15
0.28,33,7,0,6.69,18.99,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,187.19
0,23,0,819,5.69,24.45,-2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,599.41
0.26,4,3,36,3.96,23.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,174.98
0.68,21,0,1578,4.64,16.03,-4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,370.44
0.9,23,13,433,5.85,14.61,-2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,655.7
0.92,8,4,55,6.89,24.04,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,726.36
0.07,10,5,302,3.65,13.4,-4,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,133.05
0.11,16,8,50207,30.19,41.19,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,460.77
0.72,37,19,107958,443.38,26.49,-4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3741
0.55,31,11,356,4.08,10.01,-3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,230.4
0.3,0,7,63,5.38,22.88,-4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,179.81
0.54,16,6,5249,9.34,69.68,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,827.06
0.72,12,6,1008,4.61,17.74,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,386.83
0.41,13,6,153,5.26,10.09,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,149.94
0.39,39,0,0,1066.13,45.26,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5765.04
0.46,16,7,786,6.73,14,-4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,231.24
0.84,0,22,2358378,10899.28,47.69,-2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,31704.03
0.64,17,9,203488,468.2,97.32,-2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3719.24
0.81,32,11,2431,7.12,14.39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,801.65
0,6,5,0,5.43,12.47,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,213.93
0.27,15,8,132045,436.91,84.82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2106.9
0.64,15,8,155,4.15,20.99,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,346.8
0.75,41,11,73981,660.15,94.87,-2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,14767.12
0.4,26,10,15590,22.03,57.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,687.5
0.4,8,4,3601,22.32,15.52,-3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,224.09
0.59,24,6,0,41.41,59.21,-4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,890.85
0,53,12,4695,9.98,18.78,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,344.47
0.55,14,7,48791,396.47,92.99,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2729.23
0,9,5,58,4.99,18.12,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,217.93
0.65,41,10,508,6.27,14.81,-3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,426.78
0.77,28,13,4900,28.02,23,-3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,835.68
0.1,17,6,293,5.54,14.7,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,111.79
0.02,22,11,507115,1262.01,50.91,-3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3353.16
0.25,14,6,41940,109.61,86.48,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,857.89
0.63,16,6,145,3.89,20.89,-2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,320.84
0.39,57,36,21456,22.79,26.98,-3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,484.49
0.84,26,10,11491,27.58,54.22,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1792.02
0,12,6,28674,20.63,69.22,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,475.7
0.49,40,16,8385994,14458.96,36.26,-4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,28174.33
0.17,18,6,166,3.76,11.72,-3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,104.81
0,28,11,13565,21.01,83.48,-2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,726.81
0.78,24,7,591,4.33,10.26,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,297.34
0.36,15,7,30563,57.01,89.34,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,892.98
0.04,13,7,123,3.92,11.62,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,122.11
0,3,2,0,6.12,23.53,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,365.92
0.14,22,8,3387,5.84,12.19,-3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,131.88
0.5,39,6,923841,3926.8,84.79,-4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,15737.24
0.39,4,4,291,3.74,19.87,-4,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,210.1
0,17,11,126770,533.85,82.23,-2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,15515.89
0.29,4,4,217,4.89,21.31,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,191.55
0.23,20,8,1089,3.27,18.41,-3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,181.68
0,23,7,0,33.77,66.99,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,995.83
0.71,8,4,2573,7.49,20.45,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,533.29
0,36,13,35021,130.23,84.45,-2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1363.18
0.9,11,6,401,4.28,12.57,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,345.27
0,13,8,428,6.45,20.6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,307.72
0.48,30,11,11623,12.85,76.49,-3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,974.25
0.2,7,5,451,6.75,20.19,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187.49
0.56,24,0,413,6.99,19.52,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,366.18
0.3,9,4,4258,7.69,17.31,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,249.52
0.54,12,8,5858,16.93,85.49,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,825.5
0.38,15,6,20659,133.3,95.05,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,904.72
0.34,23,9,667,3.66,15.03,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,181.78
0.96,21,11,351741,2935.93,40.89,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17667.05
0.49,28,11,14427,48.75,75.66,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1237.41
0.47,35,14,3398653,7870.75,65.99,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,91767.44
0.28,26,15,6420,18.25,35.42,-1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,361.23
0.07,31,0,910916,814.89,73.58,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2105.35
0.15,13,7,1335,3.58,13.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,134.84
0.26,25,8,196248,212.71,97.65,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1198.11
0.7,33,0,1255108,9366.86,51.54,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,787603.32
0.38,19,9,4554,14.64,11.09,-4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,192.05
0,40,15,961,4.28,24.45,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,190.85
0.64,48,20,6887736,39736.29,85.76,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,379795.38
0,42,18,5194,18.15,78.24,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1344.13
0.81,9,5,1100,6,15.35,-3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,410.59
0.39,34,12,799552,869.68,74.93,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8009.6
0.83,15,6,372,4.15,10.43,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,258.18
0.64,16,8,100308,117.87,59.06,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1056.8
0.17,0,20,4760582,15266.1,59.47,-4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,12926.59
0.87,26,12,1754,6.03,19.39,-3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,853.31
0,32,16,3652,18.53,20.43,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,234.46
0.56,29,8,10931,14.11,32.52,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,557.06
0.23,8,5,134,4.66,14.65,-3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,147.16
0.44,17,9,110941,364.32,55.95,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1488.68
0,38,15,1997294,7771.15,89.46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,39962.71
0.16,18,11,99,4.19,12.11,-3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,101.98
0.35,19,14,545,3.84,23.28,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,215.61
0,34,10,1343791,5117.29,39.34,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22853.89
0.57,22,14,30791,169.5,81.38,-2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1616.46
